2022-05-25 10:07:45,196 [trainer.py] => config: options/bic.yaml
2022-05-25 10:07:45,196 [trainer.py] => prefix: reproduce
2022-05-25 10:07:45,196 [trainer.py] => device: [device(type='cuda', index=0)]
2022-05-25 10:07:45,196 [trainer.py] => seed: 1993
2022-05-25 10:07:45,196 [trainer.py] => num_workers: 8
2022-05-25 10:07:45,196 [trainer.py] => dataset: cifar100
2022-05-25 10:07:45,197 [trainer.py] => shuffle: False
2022-05-25 10:07:45,197 [trainer.py] => method: bic
2022-05-25 10:07:45,197 [trainer.py] => eval_metric: acc
2022-05-25 10:07:45,197 [trainer.py] => backbone: resnet32
2022-05-25 10:07:45,197 [trainer.py] => pretrained: True
2022-05-25 10:07:45,197 [trainer.py] => save_models: False
2022-05-25 10:07:45,197 [trainer.py] => memory_size: 2000
2022-05-25 10:07:45,197 [trainer.py] => fixed_memory: False
2022-05-25 10:07:45,197 [trainer.py] => sampling_method: icarl
2022-05-25 10:07:45,197 [trainer.py] => init_cls: 10
2022-05-25 10:07:45,197 [trainer.py] => increment: 10
2022-05-25 10:07:45,197 [trainer.py] => incre_type: cil
2022-05-25 10:07:45,197 [trainer.py] => T: 2
2022-05-25 10:07:45,197 [trainer.py] => split_ratio: 0.1
2022-05-25 10:07:45,197 [trainer.py] => epochs: 170
2022-05-25 10:07:45,197 [trainer.py] => lrate: 0.1
2022-05-25 10:07:45,197 [trainer.py] => milestones: [60, 100, 140]
2022-05-25 10:07:45,197 [trainer.py] => lrate_decay: 0.1
2022-05-25 10:07:45,197 [trainer.py] => batch_size: 128
2022-05-25 10:07:45,198 [trainer.py] => weight_decay: 0.0002
2022-05-25 10:07:46,944 [data_manager.py] => class order: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
2022-05-25 10:07:47,291 [trainer.py] => All params: 464154
2022-05-25 10:07:47,291 [trainer.py] => Trainable params: 464154
2022-05-25 10:07:47,291 [bic.py] => Learning on 0-10
2022-05-25 10:07:47,303 [bic.py] => Parameters of bias layer:
2022-05-25 10:07:47,303 [bic.py] => 0 => 1.000, 0.000
2022-05-25 10:07:53,506 [bic.py] => training => Task 0, Epoch 1/170 => Loss 2.778, Train_accy 12.780, Test_accy 13.100
2022-05-25 10:07:56,502 [bic.py] => training => Task 0, Epoch 2/170 => Loss 2.231, Train_accy 20.280, Test_accy 23.300
2022-05-25 10:07:59,426 [bic.py] => training => Task 0, Epoch 3/170 => Loss 2.064, Train_accy 24.040, Test_accy 26.100
2022-05-25 10:08:02,275 [bic.py] => training => Task 0, Epoch 4/170 => Loss 1.959, Train_accy 30.720, Test_accy 33.700
2022-05-25 10:08:05,254 [bic.py] => training => Task 0, Epoch 5/170 => Loss 1.923, Train_accy 34.560, Test_accy 36.300
2022-05-25 10:08:08,225 [bic.py] => training => Task 0, Epoch 6/170 => Loss 1.864, Train_accy 33.020, Test_accy 34.800
2022-05-25 10:08:11,225 [bic.py] => training => Task 0, Epoch 7/170 => Loss 1.786, Train_accy 37.260, Test_accy 38.500
2022-05-25 10:08:14,180 [bic.py] => training => Task 0, Epoch 8/170 => Loss 1.712, Train_accy 34.700, Test_accy 38.100
2022-05-25 10:08:17,179 [bic.py] => training => Task 0, Epoch 9/170 => Loss 1.698, Train_accy 42.360, Test_accy 45.200
2022-05-25 10:08:20,105 [bic.py] => training => Task 0, Epoch 10/170 => Loss 1.616, Train_accy 43.140, Test_accy 48.900
2022-05-25 10:08:23,069 [bic.py] => training => Task 0, Epoch 11/170 => Loss 1.539, Train_accy 44.040, Test_accy 45.000
2022-05-25 10:08:25,963 [bic.py] => training => Task 0, Epoch 12/170 => Loss 1.465, Train_accy 49.480, Test_accy 50.100
2022-05-25 10:08:28,880 [bic.py] => training => Task 0, Epoch 13/170 => Loss 1.409, Train_accy 54.540, Test_accy 57.000
2022-05-25 10:08:31,831 [bic.py] => training => Task 0, Epoch 14/170 => Loss 1.324, Train_accy 50.420, Test_accy 52.800
2022-05-25 10:08:34,866 [bic.py] => training => Task 0, Epoch 15/170 => Loss 1.265, Train_accy 53.980, Test_accy 53.800
2022-05-25 10:08:37,871 [bic.py] => training => Task 0, Epoch 16/170 => Loss 1.257, Train_accy 49.660, Test_accy 51.000
2022-05-25 10:08:40,889 [bic.py] => training => Task 0, Epoch 17/170 => Loss 1.218, Train_accy 55.040, Test_accy 57.300
2022-05-25 10:08:43,916 [bic.py] => training => Task 0, Epoch 18/170 => Loss 1.114, Train_accy 58.020, Test_accy 57.500
2022-05-25 10:08:46,883 [bic.py] => training => Task 0, Epoch 19/170 => Loss 1.196, Train_accy 56.220, Test_accy 57.900
2022-05-25 10:08:49,885 [bic.py] => training => Task 0, Epoch 20/170 => Loss 1.090, Train_accy 55.420, Test_accy 55.200
2022-05-25 10:08:52,809 [bic.py] => training => Task 0, Epoch 21/170 => Loss 1.140, Train_accy 61.620, Test_accy 61.200
